Y,M,D,HH,MM,BOROUGH_x,LATITUDE,LONGITUDE,STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover_low (%),windspeed_10m (km/h),winddirection_10m (°),BOROUGH_y,VOL,DIRECTION
2019,10,30,13,45,,40.73448,-73.92243,BROOKLYN QUEENS EXPRESSWAY,,,0,0,15.1,0.0,0.0,100.0,6.2,36.0,BROOKLYN,1089,SB
2019,10,30,13,30,,40.785732,-73.97645,AMSTERDAM AVENUE,,,0,0,15.1,0.0,0.0,100.0,6.2,36.0,MANHATTAN,220,NB
2019,10,30,13,45,BROOKLYN,40.608204,-73.920715,FLATBUSH AVENUE,AVENUE V,,0,0,15.1,0.0,0.0,100.0,6.2,36.0,BROOKLYN,174,SB
2019,10,30,23,45,,40.69149,-73.92557,BROADWAY,GREENE AVENUE,,0,0,16.5,0.0,0.0,100.0,5.3,28.0,MANHATTAN,121,SB
2019,10,30,9,45,,40.752377,-73.97035,2 AVENUE,,,0,0,14.3,0.0,0.0,100.0,7.2,6.0,MANHATTAN,165,SB
2019,10,30,9,15,,,,BROOKLYN BRIDGE,,,0,0,14.3,0.0,0.0,100.0,7.2,6.0,MANHATTAN,1251,NB
2019,10,30,9,45,,40.762962,-73.97188,MADISON AVENUE,,,0,0,14.3,0.0,0.0,100.0,7.2,6.0,MANHATTAN,193,NB
2019,10,30,7,0,MANHATTAN,40.756382,-73.96433,1 AVENUE,EAST 54 STREET,,1,0,14.8,0.2,0.2,100.0,6.5,360.0,MANHATTAN,384,NB
2019,10,30,15,45,,40.83022,-73.94769,BROADWAY,,,1,0,16.4,0.0,0.0,100.0,7.1,41.0,MANHATTAN,168,NB
2019,10,30,15,15,MANHATTAN,40.751656,-73.99014,7 AVENUE,WEST 35 STREET,,0,0,16.4,0.0,0.0,100.0,7.1,41.0,MANHATTAN,381,SB
2019,10,30,15,30,MANHATTAN,40.782627,-73.97499,COLUMBUS AVENUE,WEST 80 STREET,,0,0,16.4,0.0,0.0,100.0,7.1,41.0,MANHATTAN,234,SB
2019,10,30,15,0,,40.829185,-73.928764,MACOMBS DAM BRIDGE,EAST 161 STREET,,0,0,16.4,0.0,0.0,100.0,7.1,41.0,MANHATTAN,422,WB
2019,10,30,17,15,,40.678722,-73.952995,ATLANTIC AVENUE,,,1,0,17.0,0.0,0.0,99.0,7.2,63.0,BROOKLYN,201,EB
2019,10,30,17,45,MANHATTAN,40.733612,-73.999565,AVENUE OF THE AMERICAS,WEST 8 STREET,,0,0,17.0,0.0,0.0,99.0,7.2,63.0,MANHATTAN,329,NB
2019,10,30,22,30,BROOKLYN,40.696033,-73.98453,TILLARY STREET,FLATBUSH AVENUE EXTENSION,,0,0,16.4,0.0,0.0,100.0,6.0,33.0,BROOKLYN,200,EB
2019,10,30,0,45,,40.74223,-73.9933,AVENUE OF THE AMERICAS,,,0,0,14.7,0.0,0.0,100.0,7.1,30.0,MANHATTAN,224,NB
2019,10,30,8,0,,40.63932,-74.02356,3 AVENUE,65 STREET,,0,0,14.8,0.0,0.0,100.0,6.8,3.0,MANHATTAN,105,NB
2019,10,30,8,30,,40.744778,-73.97589,2 AVENUE,,,0,0,14.8,0.0,0.0,100.0,6.8,3.0,MANHATTAN,282,SB
2019,10,30,8,45,,40.7879,-73.95368,MADISON AVENUE,,,0,0,14.8,0.0,0.0,100.0,6.8,3.0,MANHATTAN,217,NB
2019,10,30,8,30,MANHATTAN,40.803696,-73.93792,LEXINGTON AVENUE,EAST 124 STREET,,0,0,14.8,0.0,0.0,100.0,6.8,3.0,MANHATTAN,221,SB
2019,10,30,1,15,MANHATTAN,40.73978,-73.97952,2 AVENUE,EAST 26 STREET,,1,0,14.7,0.0,0.0,100.0,6.6,41.0,MANHATTAN,161,SB
2019,10,30,1,45,MANHATTAN,40.770424,-73.96222,LEXINGTON AVENUE,EAST 72 STREET,,0,0,14.7,0.0,0.0,100.0,6.6,41.0,MANHATTAN,0,SB
2019,10,30,12,30,MANHATTAN,40.7606,-73.96434,2 AVENUE,EAST 59 STREET,,0,0,14.7,0.0,0.0,100.0,7.3,9.0,MANHATTAN,245,SB
2019,10,30,12,45,MANHATTAN,40.773598,-73.9578,3 AVENUE,EAST 78 STREET,,0,0,14.7,0.0,0.0,100.0,7.3,9.0,MANHATTAN,312,NB
2019,10,30,12,30,BROOKLYN,40.689922,-73.92281,BROADWAY,LINDEN STREET,,0,0,14.7,0.0,0.0,100.0,7.3,9.0,MANHATTAN,209,SB
2019,10,30,16,30,MANHATTAN,40.771385,-73.95648,2 AVENUE,EAST 76 STREET,,0,0,16.4,0.0,0.0,100.0,6.7,54.0,MANHATTAN,180,SB
2019,10,30,16,30,,40.700726,-73.94194,BROADWAY,,,0,0,16.4,0.0,0.0,100.0,6.7,54.0,MANHATTAN,171,NB
2019,10,30,5,45,BROOKLYN,40.656124,-74.00591,3 AVENUE,35 STREET,,0,0,14.9,0.0,0.0,100.0,5.1,4.0,MANHATTAN,184,NB
2019,10,30,19,30,MANHATTAN,40.771393,-73.98216,BROADWAY,WEST 63 STREET,,0,0,16.7,0.0,0.0,100.0,9.4,43.0,MANHATTAN,199,SB
2019,10,30,19,45,BRONX,40.844204,-73.89742,3 AVENUE,EAST 175 STREET,,0,0,16.7,0.0,0.0,100.0,9.4,43.0,MANHATTAN,317,NB
2019,10,30,19,0,BROOKLYN,40.664963,-73.98982,5 AVENUE,16 STREET,,0,0,16.7,0.0,0.0,100.0,9.4,43.0,MANHATTAN,221,SB
2019,10,30,10,0,MANHATTAN,40.803425,-73.93309,2 AVENUE,EAST 126 STREET,,0,0,14.6,0.0,0.0,100.0,6.9,6.0,MANHATTAN,160,SB
2019,10,30,10,45,,40.776016,-73.98724,WEST END AVENUE,,,0,0,14.6,0.0,0.0,100.0,6.9,6.0,MANHATTAN,136,NB
2019,10,30,10,45,,40.742588,-73.980415,3 AVENUE,,,0,0,14.6,0.0,0.0,100.0,6.9,6.0,MANHATTAN,319,NB
2019,10,30,10,30,BROOKLYN,40.696033,-73.98453,TILLARY STREET,FLATBUSH AVENUE EXTENSION,,1,0,14.6,0.0,0.0,100.0,6.9,6.0,BROOKLYN,254,EB
2019,10,30,10,0,,40.713028,-73.954445,BROOKLYN QUEENS EXPRESSWAY,,,1,0,14.6,0.0,0.0,100.0,6.9,6.0,BROOKLYN,1151,NB
2019,10,30,6,45,MANHATTAN,40.80142,-73.93446,2 AVENUE,EAST 123 STREET,,1,0,14.9,0.3,0.3,100.0,5.8,360.0,MANHATTAN,163,SB
2019,10,30,11,45,MANHATTAN,40.792873,-73.94373,3 AVENUE,EAST 107 STREET,,1,0,14.7,0.0,0.0,100.0,7.2,3.0,MANHATTAN,304,NB
2019,10,30,11,0,,40.702614,-73.96058,BROOKLYN QUEENS EXPRESSWAY,,,1,0,14.7,0.0,0.0,100.0,7.2,3.0,BROOKLYN,973,SB
2019,10,30,21,45,,40.80297,-73.96387,AMSTERDAM AVENUE,,,0,0,16.7,0.0,0.0,100.0,8.5,28.0,MANHATTAN,220,NB
2019,10,30,3,30,,40.75228,-73.9897,7 AVENUE,,,0,0,14.8,0.0,0.0,100.0,4.3,48.0,MANHATTAN,128,SB
2019,10,31,15,15,,40.737904,-73.90459,BROOKLYN QUEENS EXPRESSWAY,,,0,0,20.2,1.6,1.6,100.0,20.0,187.0,BROOKLYN,1051,NB
2019,10,31,15,30,BROOKLYN,40.680035,-73.9055,BROADWAY,EASTERN PARKWAY,,0,0,20.2,1.6,1.6,100.0,20.0,187.0,MANHATTAN,167,NB
2019,10,31,15,30,MANHATTAN,40.79157,-73.94469,3 AVENUE,EAST 106 STREET,,0,0,20.2,1.6,1.6,100.0,20.0,187.0,MANHATTAN,164,NB
2019,10,31,22,0,,40.76687,-73.959785,2 AVENUE,,,0,0,21.3,0.0,0.0,91.0,26.7,183.0,MANHATTAN,205,SB
2019,10,31,1,30,,40.825905,-73.94712,AMSTERDAM AVENUE,,,0,0,16.6,0.0,0.0,100.0,2.9,97.0,MANHATTAN,85,NB
2019,10,31,18,30,,,,BROOKLYN BRIDGE,EAST RIVER,,0,0,21.4,2.1,2.1,100.0,24.6,187.0,MANHATTAN,848,SB
2019,10,31,6,45,,40.740025,-73.97626,1 AVENUE,EAST 28 STREET,,0,0,16.4,0.1,0.1,50.0,9.5,171.0,MANHATTAN,399,NB
2019,10,31,13,30,BRONX,40.815075,-73.91947,3 AVENUE,EAST 147 STREET,,0,0,18.8,0.0,0.0,99.0,15.4,191.0,MANHATTAN,315,NB
2019,10,31,13,15,,40.699955,-73.98682,JAY STREET,SANDS STREET,,1,0,18.8,0.0,0.0,99.0,15.4,191.0,BROOKLYN,99,SB
2019,10,31,0,0,,40.699955,-73.98682,JAY STREET,SANDS STREET,,0,0,16.4,0.0,0.0,100.0,5.4,42.0,BROOKLYN,67,SB
2019,10,31,0,30,MANHATTAN,40.750294,-73.99485,8 AVENUE,WEST 31 STREET,,1,0,16.4,0.0,0.0,100.0,5.4,42.0,MANHATTAN,52,NB
2019,10,31,19,45,BRONX,40.881687,-73.90283,BROADWAY,WEST 234 STREET,,0,0,21.7,0.6,0.6,100.0,25.3,185.0,MANHATTAN,134,NB
2019,10,31,19,15,BROOKLYN,40.68405,-73.98157,3 AVENUE,DEAN STREET,,1,0,21.7,0.6,0.6,100.0,25.3,185.0,MANHATTAN,319,NB
2019,10,31,19,30,,40.78461,-73.96984,CENTRAL PARK WEST,,,0,0,21.7,0.6,0.6,100.0,25.3,185.0,MANHATTAN,162,NB
2019,10,31,23,15,MANHATTAN,40.74303,-73.98917,BROADWAY,WEST 25 STREET,,0,0,21.2,0.0,0.0,54.0,27.7,181.0,MANHATTAN,86,NB
2019,10,31,9,15,,40.761684,-73.90192,BROOKLYN QUEENS EXPRESSWAY,,,0,0,16.4,0.7,0.7,43.0,15.4,164.0,BROOKLYN,939,SB
2019,10,31,9,15,BROOKLYN,40.608204,-73.920715,FLATBUSH AVENUE,AVENUE V,,1,0,16.4,0.7,0.7,43.0,15.4,164.0,BROOKLYN,252,NB
2019,10,31,9,15,MANHATTAN,40.765865,-73.95742,1 AVENUE,EAST 69 STREET,,0,0,16.4,0.7,0.7,43.0,15.4,164.0,MANHATTAN,345,NB
2019,10,31,12,0,MANHATTAN,40.73883,-73.983154,3 AVENUE,EAST 23 STREET,,0,0,17.9,0.1,0.1,100.0,14.5,187.0,MANHATTAN,322,NB
2019,10,31,12,15,BROOKLYN,40.699455,-73.9397,BROADWAY,ELLERY STREET,,0,0,17.9,0.1,0.1,100.0,14.5,187.0,MANHATTAN,179,SB
2019,10,31,12,45,,40.7432,-73.89589,BROOKLYN QUEENS EXPRESSWAY,,,1,0,17.9,0.1,0.1,100.0,14.5,187.0,BROOKLYN,1078,NB
2019,10,31,7,15,MANHATTAN,40.792873,-73.94373,3 AVENUE,EAST 108 STREET,,0,0,16.4,0.8,0.8,28.0,12.0,159.0,MANHATTAN,343,NB
2019,10,31,7,45,MANHATTAN,40.777554,-73.94889,1 AVENUE,EAST 87 STREET,,0,0,16.4,0.8,0.8,28.0,12.0,159.0,MANHATTAN,447,NB
2019,10,31,8,45,MANHATTAN,40.807034,-73.939705,MADISON AVENUE,EAST 127 STREET,,0,0,16.4,0.2,0.2,36.0,13.3,161.0,MANHATTAN,195,NB
2019,10,31,2,0,,40.69168,-73.999344,BROOKLYN QUEENS EXPRESSWAY,,,0,0,15.9,0.0,0.0,100.0,4.3,138.0,BROOKLYN,288,NB
2019,10,31,11,45,MANHATTAN,40.819572,-73.95175,AMSTERDAM AVENUE,WEST 136 STREET,,1,0,17.2,0.2,0.2,100.0,13.0,186.0,MANHATTAN,222,NB
2019,10,31,11,15,MANHATTAN,40.78257,-73.94522,1 AVENUE,EAST 95 STREET,,0,0,17.2,0.2,0.2,100.0,13.0,186.0,MANHATTAN,212,NB
2019,10,31,11,0,MANHATTAN,40.767532,-73.953255,YORK AVENUE,EAST 73 STREET,,0,0,17.2,0.2,0.2,100.0,13.0,186.0,MANHATTAN,171,NB
2019,10,31,14,15,,40.714676,-74.0059,BROADWAY,,,1,0,19.8,0.1,0.1,100.0,16.7,187.0,MANHATTAN,160,SB
2019,10,31,14,15,MANHATTAN,40.79859,-73.933525,1 AVENUE,EAST 120 STREET,,0,0,19.8,0.1,0.1,100.0,16.7,187.0,MANHATTAN,301,NB
2019,10,31,14,45,BROOKLYN,40.681835,-73.97584,FLATBUSH AVENUE,DEAN STREET,,0,0,19.8,0.1,0.1,100.0,16.7,187.0,BROOKLYN,239,NB
2019,10,31,16,45,,,,BROOKLYN BRIDGE,,,0,0,20.5,1.2,1.2,100.0,24.3,187.0,MANHATTAN,1408,NB
2019,10,31,16,30,BRONX,40.816757,-73.92622,PARK AVENUE,EAST 146 STREET,,0,0,20.5,1.2,1.2,100.0,24.3,187.0,MANHATTAN,263,NB
2019,10,31,17,45,,,,BROOKLYN QUEENS EXPRESSWAY,,,0,0,21.0,1.6,1.6,100.0,25.5,188.0,BROOKLYN,1050,SB
2019,10,31,17,15,,40.762913,-73.96981,PARK AVENUE,,,1,0,21.0,1.6,1.6,100.0,25.5,188.0,MANHATTAN,319,NB
2019,10,31,3,0,,40.673107,-73.99959,BROOKLYN QUEENS EXPRESSWAY,,,0,0,16.2,0.0,0.0,100.0,6.5,177.0,BROOKLYN,293,SB
2019,11,1,15,45,BROOKLYN,40.703327,-73.993095,BROOKLYN BRIDGE,WATER STREET,,3,0,11.3,0.0,0.0,0.0,24.0,279.0,MANHATTAN,604,SB
2019,11,1,15,30,MANHATTAN,40.78517,-73.973145,COLUMBUS AVENUE,WEST 84 STREET,,0,0,11.3,0.0,0.0,0.0,24.0,279.0,MANHATTAN,241,SB
2019,11,1,15,0,MANHATTAN,40.78153,-73.96043,5 AVENUE,EAST 86 STREET,,0,0,11.3,0.0,0.0,0.0,24.0,279.0,MANHATTAN,178,SB
2019,11,1,15,0,MANHATTAN,40.790417,-73.95184,EAST 101 STREET,MADISON AVENUE,,0,0,11.3,0.0,0.0,0.0,24.0,279.0,MANHATTAN,44,WB
2019,11,1,7,45,,40.835926,-73.902916,3 AVENUE,,,1,0,12.5,0.8,0.8,8.0,25.9,268.0,MANHATTAN,316,NB
2019,11,1,7,0,MANHATTAN,40.797916,-73.96385,COLUMBUS AVENUE,WEST 104 STREET,,0,0,12.5,0.8,0.8,8.0,25.9,268.0,MANHATTAN,194,SB
2019,11,1,7,45,MANHATTAN,40.86769,-73.92122,BROADWAY,WEST 207 STREET,,0,0,12.5,0.8,0.8,8.0,25.9,268.0,MANHATTAN,152,NB
2019,11,1,9,45,MANHATTAN,40.785244,-73.953514,PARK AVENUE,EAST 94 STREET,,0,0,9.8,0.0,0.0,0.0,27.0,267.0,MANHATTAN,259,SB
2019,11,1,9,15,MANHATTAN,40.767117,-73.956505,1 AVENUE,EAST 71 STREET,,0,0,9.8,0.0,0.0,0.0,27.0,267.0,MANHATTAN,27,NB
2019,11,1,9,30,MANHATTAN,40.78357,-73.94759,2 AVENUE,EAST 95 STREET,,0,0,9.8,0.0,0.0,0.0,27.0,267.0,MANHATTAN,195,SB
2019,11,1,9,30,,,,BROADWAY,WESTB95 STREET,,0,0,9.8,0.0,0.0,0.0,27.0,267.0,MANHATTAN,203,SB
2019,11,1,9,15,,40.81636,-73.954094,AMSTERDAM AVENUE,,,0,0,9.8,0.0,0.0,0.0,27.0,267.0,MANHATTAN,265,NB
2019,11,1,0,30,,40.738495,-73.90274,BROOKLYN QUEENS EXPRESSWAY,,,0,0,21.2,0.0,0.0,41.0,28.1,181.0,BROOKLYN,268,NB
2019,11,1,0,0,BROOKLYN,40.635567,-74.02016,5 AVENUE,67 STREET,,2,0,21.2,0.0,0.0,41.0,28.1,181.0,MANHATTAN,217,SB
2019,11,1,0,0,BRONX,40.81194,-73.92556,3 AVENUE,EAST 140 STREET,,0,0,21.2,0.0,0.0,41.0,28.1,181.0,MANHATTAN,191,NB
2019,11,1,14,45,,40.67086,-73.87424,FOUNTAIN AVENUE,,,1,0,10.0,0.0,0.0,0.0,24.1,272.0,BROOKLYN,86,NB
2019,11,1,14,45,,40.73722,-73.9814,2 AVENUE,,,0,0,10.0,0.0,0.0,0.0,24.1,272.0,MANHATTAN,234,SB
2019,11,1,14,15,MANHATTAN,40.738503,-73.991806,5 AVENUE,EAST 18 STREET,,1,0,10.0,0.0,0.0,0.0,24.1,272.0,MANHATTAN,188,SB
2019,11,1,17,15,,40.809563,-73.92923,3 AVENUE,EAST 135 STREET,,1,0,12.7,0.0,0.0,0.0,23.8,285.0,MANHATTAN,246,NB
2019,11,1,17,30,MANHATTAN,40.78202,-73.97173,CENTRAL PARK WEST,WEST 81 STREET,,0,0,12.7,0.0,0.0,0.0,23.8,285.0,MANHATTAN,129,NB
2019,11,1,11,0,,40.794052,-73.970375,AMSTERDAM AVENUE,,,0,0,8.3,0.0,0.0,0.0,23.4,266.0,MANHATTAN,234,NB
2019,11,1,18,15,MANHATTAN,40.765358,-73.965904,LEXINGTON AVENUE,EAST 64 STREET,,0,0,13.1,0.0,0.0,0.0,22.6,287.0,MANHATTAN,219,SB
2019,11,1,18,0,,40.68623,-74.00046,BROOKLYN QUEENS EXPRESSWAY,,,0,0,13.1,0.0,0.0,0.0,22.6,287.0,BROOKLYN,899,NB
2019,11,1,12,45,MANHATTAN,40.741024,-73.97862,2 AVENUE,EAST 28 STREET,,0,0,8.5,0.0,0.0,0.0,20.8,260.0,MANHATTAN,260,SB
2019,11,1,12,45,,40.628857,-74.017365,BROOKLYN QUEENS EXPRESSWAY,,,0,0,8.5,0.0,0.0,0.0,20.8,260.0,BROOKLYN,444,SB
2019,11,1,12,15,MANHATTAN,40.83593,-73.94352,BROADWAY,WEST 160 STREET,,0,0,8.5,0.0,0.0,0.0,20.8,260.0,MANHATTAN,148,NB
2019,11,1,16,45,,40.792244,-73.94419,3 AVENUE,,,0,0,12.1,0.0,0.0,0.0,24.3,282.0,MANHATTAN,256,NB
2019,11,1,16,30,MANHATTAN,40.818233,-73.95273,AMSTERDAM AVENUE,WEST 134 STREET,,0,0,12.1,0.0,0.0,0.0,24.3,282.0,MANHATTAN,286,NB
2019,11,1,16,0,,40.697407,-73.93601,BROADWAY,,,0,0,12.1,0.0,0.0,0.0,24.3,282.0,MANHATTAN,191,SB
2019,11,1,13,0,MANHATTAN,40.779922,-73.98068,AMSTERDAM AVENUE,WEST 74 STREET,,0,0,9.0,0.0,0.0,0.0,21.9,261.0,MANHATTAN,264,NB
2019,11,1,13,0,BROOKLYN,40.703327,-73.993095,BROOKLYN BRIDGE,WATER STREET,,0,0,9.0,0.0,0.0,0.0,21.9,261.0,MANHATTAN,1068,SB
2019,11,1,13,45,,40.826492,-73.907745,3 AVENUE,EAST 165 STREET,,0,0,9.0,0.0,0.0,0.0,21.9,261.0,MANHATTAN,273,NB
2019,11,1,13,30,,40.758904,-73.9012,BROOKLYN QUEENS EXPRESSWAY,,,0,0,9.0,0.0,0.0,0.0,21.9,261.0,BROOKLYN,506,NB
2019,11,1,19,45,,40.867012,-73.92312,BROADWAY,,,0,0,13.2,0.0,0.0,0.0,21.2,288.0,MANHATTAN,156,NB
2019,11,1,19,0,,40.714165,-74.00632,BROADWAY,,,1,0,13.2,0.0,0.0,0.0,21.2,288.0,MANHATTAN,217,SB
2019,11,1,19,45,,,,MACOMBS DAM BRIDGE,,,2,0,13.2,0.0,0.0,0.0,21.2,288.0,MANHATTAN,234,EB
2019,11,1,19,30,,,,BROOKLYN QUEENS EXPRESSWAY,MAURICE AVENUE,,0,0,13.2,0.0,0.0,0.0,21.2,288.0,BROOKLYN,923,SB
2019,11,1,19,0,,40.811108,-73.92734,3 AVENUE,EAST 138 STREET,,1,0,13.2,0.0,0.0,0.0,21.2,288.0,MANHATTAN,291,NB
2019,11,1,5,0,,40.683544,-74.00176,BROOKLYN QUEENS EXPRESSWAY,,,0,0,19.8,2.6,2.6,96.0,34.3,207.0,BROOKLYN,1099,NB
2019,11,1,5,45,MANHATTAN,40.77882,-73.953995,3 AVENUE,EAST 86 STREET,,0,0,19.8,2.6,2.6,96.0,34.3,207.0,MANHATTAN,180,NB
2019,11,1,8,45,,40.737194,-73.90619,BROOKLYN QUEENS EXPRESSWAY,,,0,0,10.8,0.2,0.2,0.0,27.8,266.0,BROOKLYN,977,SB
2019,11,1,2,30,MANHATTAN,40.810627,-73.95828,AMSTERDAM AVENUE,WEST 122 STREET,,0,0,20.7,0.0,0.0,11.0,31.5,186.0,MANHATTAN,99,NB
2019,11,1,10,15,,40.78028,-73.98153,BROADWAY,,,0,0,8.6,0.0,0.0,0.0,22.6,262.0,MANHATTAN,215,SB
2019,11,1,4,45,,40.675682,-74.00119,BROOKLYN QUEENS EXPRESSWAY,,,0,0,21.1,0.1,0.1,31.0,36.3,187.0,BROOKLYN,645,NB
2019,11,1,4,15,,40.682194,-74.00239,BROOKLYN QUEENS EXPRESSWAY,,,0,0,21.1,0.1,0.1,31.0,36.3,187.0,BROOKLYN,655,NB
2019,11,1,1,45,,40.71976,-73.94476,BROOKLYN QUEENS EXPRESSWAY,,,0,0,21.1,0.0,0.0,6.0,28.8,179.0,BROOKLYN,393,SB
2019,11,1,3,0,MANHATTAN,40.719395,-74.00189,BROADWAY,CANAL STREET,,1,0,20.5,0.0,0.0,8.0,33.4,187.0,MANHATTAN,38,NB
2019,11,2,11,45,BROOKLYN,40.691456,-73.98735,JAY STREET,FULTON STREET,,0,0,4.3,0.0,0.0,0.0,7.7,41.0,BROOKLYN,81,NB
2019,11,2,13,30,,,,3 AVENUE,,,0,0,5.3,0.0,0.0,0.0,6.4,38.0,MANHATTAN,0,NB
2019,11,2,13,45,BROOKLYN,40.608128,-73.98738,STILLWELL AVENUE,BAY PARKWAY,,0,0,5.3,0.0,0.0,0.0,6.4,38.0,BRONX,75,NB
2019,11,2,15,15,,40.806477,-73.908455,SOUTHERN BOULEVARD,BRUCKNER BOULEVARD,,0,0,8.8,0.0,0.0,25.0,4.0,117.0,BRONX,86,NB
2019,11,2,15,30,BROOKLYN,40.64741,-74.018684,2 AVENUE,53 STREET,,0,0,8.8,0.0,0.0,25.0,4.0,117.0,MANHATTAN,0,SB
2019,11,2,14,15,,40.68039,-73.94956,FULTON STREET,,,0,0,6.9,0.0,0.0,2.0,5.5,67.0,BROOKLYN,82,WB
2019,11,2,14,15,BRONX,40.905735,-73.849396,WHITE PLAINS ROAD,EAST 242 STREET,,2,0,6.9,0.0,0.0,2.0,5.5,67.0,BRONX,66,SB
2019,11,2,4,30,,40.738544,-73.90293,BROOKLYN QUEENS EXPRESSWAY,,,0,0,7.5,0.0,0.0,0.0,11.1,331.0,BROOKLYN,476,SB
2019,11,2,4,45,BRONX,40.87831,-73.870155,EAST GUN HILL ROAD,BRONX RIVER PARKWAY,,1,0,7.5,0.0,0.0,0.0,11.1,331.0,BRONX,48,EB
2019,11,2,19,15,MANHATTAN,40.750774,-73.97655,LEXINGTON AVENUE,EAST 41 STREET,,0,0,11.1,0.0,0.0,100.0,9.1,189.0,MANHATTAN,0,SB
2019,11,2,19,45,,40.762726,-73.926994,BROADWAY,,,1,0,11.1,0.0,0.0,100.0,9.1,189.0,BRONX,23,SB
2019,11,2,19,0,MANHATTAN,40.78357,-73.94759,2 AVENUE,EAST 95 STREET,,0,0,11.1,0.0,0.0,100.0,9.1,189.0,MANHATTAN,0,SB
2019,11,2,16,0,BRONX,40.8781,-73.85339,LACONIA AVENUE,EAST 216 STREET,,0,0,9.5,0.0,0.0,73.0,6.0,155.0,BRONX,90,NB
2019,11,2,18,30,MANHATTAN,40.804066,-73.93267,2 AVENUE,EAST 127 STREET,,0,0,10.7,0.0,0.0,100.0,9.0,182.0,MANHATTAN,0,SB
2019,11,2,18,45,,40.75895,-73.96849,3 AVENUE,,,0,0,10.7,0.0,0.0,100.0,9.0,182.0,MANHATTAN,0,NB
2019,11,2,18,45,,40.825134,-73.95141,BROADWAY,,,1,0,10.7,0.0,0.0,100.0,9.0,182.0,BRONX,130,SB
2019,11,2,18,45,BROOKLYN,,,BROOKLYN BRIDGE,PROSPECT STREET,,1,0,10.7,0.0,0.0,100.0,9.0,182.0,MANHATTAN,1619,NB
2019,11,2,1,30,,40.675632,-73.89878,ATLANTIC AVENUE,,,0,0,9.3,0.0,0.0,0.0,12.2,315.0,BROOKLYN,81,WB
2019,11,2,0,15,MANHATTAN,40.746403,-73.97973,LEXINGTON AVENUE,EAST 34 STREET,,0,0,9.8,0.0,0.0,0.0,11.8,308.0,MANHATTAN,287,SB
2019,11,2,8,45,MANHATTAN,40.752743,-73.97511,LEXINGTON AVENUE,EAST 44 STREET,,0,0,5.5,0.0,0.0,0.0,8.9,333.0,MANHATTAN,0,SB
2019,11,2,8,45,MANHATTAN,40.78153,-73.96043,5 AVENUE,EAST 86 STREET,,0,0,5.5,0.0,0.0,0.0,8.9,333.0,MANHATTAN,0,SB
2019,11,2,21,30,MANHATTAN,40.742588,-73.980415,3 AVENUE,EAST 29 STREET,,0,0,11.3,0.0,0.0,99.0,7.7,208.0,MANHATTAN,0,NB
2019,11,2,21,0,BROOKLYN,40.691586,-73.99927,ATLANTIC AVENUE,BROOKLYN QNS EXPRESSWAY,,0,0,11.3,0.0,0.0,99.0,7.7,208.0,BROOKLYN,320,WB
2019,11,2,2,0,,40.700737,-73.99499,BROOKLYN QUEENS EXPRESSWAY,,,0,0,8.7,0.0,0.0,0.0,11.4,325.0,BROOKLYN,486,NB
2019,11,2,2,15,QUEENS,40.755764,-73.91218,BROADWAY,NEWTOWN ROAD,,0,0,8.7,0.0,0.0,0.0,11.4,325.0,BRONX,28,SB
2019,11,2,22,0,,40.878643,-73.871605,EAST GUN HILL ROAD,,,0,0,11.2,0.0,0.0,76.0,5.9,169.0,BRONX,65,EB
2019,11,2,3,0,,,,BROOKLYN QUEENS EXPRESSWAY,,,0,0,7.7,0.0,0.0,0.0,11.6,330.0,BROOKLYN,383,NB
2019,11,2,17,0,QUEENS,40.76316,-73.8164,ROOSEVELT AVENUE,149 STREET,,0,0,10.2,0.0,0.0,88.0,8.0,172.0,QUEENS,117,WB
2019,11,2,17,0,MANHATTAN,40.752598,-73.96702,1 AVENUE,EAST 48 STREET,,0,0,10.2,0.0,0.0,88.0,8.0,172.0,MANHATTAN,0,NB
2019,11,2,20,45,BROOKLYN,40.644634,-73.943115,BROOKLYN AVENUE,CORTELYOU ROAD,,1,0,11.3,0.0,0.0,100.0,8.3,198.0,BROOKLYN,97,SB
2019,11,2,20,15,BRONX,40.85018,-73.91059,JEROME AVENUE,EAST 177 STREET,,5,0,11.3,0.0,0.0,100.0,8.3,198.0,BRONX,65,SB
2019,11,2,23,30,MANHATTAN,40.750492,-73.97172,2 AVENUE,EAST 43 STREET,,0,0,10.8,0.0,0.0,66.0,4.7,157.0,MANHATTAN,0,SB
2019,11,2,23,0,,40.675507,-74.00075,BROOKLYN QUEENS EXPRESSWAY,,,0,0,10.8,0.0,0.0,66.0,4.7,157.0,BROOKLYN,653,SB
2019,11,2,23,30,BROOKLYN,40.680244,-73.984146,3 AVENUE,DOUGLASS STREET,,0,0,10.8,0.0,0.0,66.0,4.7,157.0,MANHATTAN,0,NB
2019,11,2,5,30,,40.82113,-73.92565,GRAND CONCOURSE,,,0,0,6.9,0.0,0.0,0.0,10.0,330.0,BRONX,31,NB
2019,11,3,0,30,BRONX,40.83613,-73.88987,BOSTON ROAD,EAST 173 STREET,,0,0,10.5,0.0,0.0,39.0,3.6,180.0,BRONX,48,WB
